epochSeconds,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
3.3,0.002,0.0,0.0,0.0,0.042,0.114,0.122
3.3,0.003,0.0,0.0,0.0,0.043,0.118,0.12
3.3,0.003,0.0,0.0,0.0,0.043,0.118,0.12
3.3,0.002,0.001,0.0,0.0,0.04,0.118,0.12
3.3,0.002,0.001,0.0,0.0,0.04,0.118,0.12
3.3,0.002,0.001,0.0,0.0,0.042,0.117,0.117
3.3,0.002,0.0,0.0,0.0,0.044,0.118,0.118
3.3,0.002,0.0,0.0,0.0,0.044,0.118,0.118
3.3,0.004,0.001,0.0,0.0,0.043,0.108,0.114
3.3,0.004,0.001,0.0,0.0,0.043,0.108,0.114
3.3,0.002,0.0,0.0,0.0,0.044,0.115,0.116
3.3,0.002,0.0,0.0,0.0,0.044,0.115,0.116
3.3,0.003,0.0,0.0,0.0,0.043,0.113,0.115
3.3,0.003,0.001,0.0,0.0,0.039,0.109,0.116
3.3,0.002,0.0,0.0,0.0,0.042,0.113,0.114
3.3,0.002,0.0,0.0,0.0,0.042,0.113,0.114
3.3,0.003,0.001,0.0,0.0,0.042,0.115,0.111
3.3,0.002,0.0,0.0,0.0,0.044,0.109,0.113
3.3,0.002,0.0,0.0,0.0,0.044,0.109,0.113
3.3,0.003,0.001,0.0,0.0,0.043,0.115,0.116
3.3,0.003,0.001,0.0,0.0,0.043,0.115,0.116
3.3,0.002,0.0,0.0,0.0,0.043,0.111,0.115
3.3,0.002,0.0,0.0,0.0,0.043,0.111,0.115
3.3,0.002,0.0,0.0,0.0,0.042,0.109,0.114
3.3,0.002,0.0,0.0,0.0,0.042,0.109,0.114
3.3,0.003,0.0,0.0,0.0,0.043,0.105,0.111
3.3,0.003,0.0,0.0,0.0,0.043,0.105,0.111
3.3,0.002,0.001,0.0,0.0,0.043,0.111,0.119
3.3,0.002,0.001,0.0,0.0,0.044,0.112,0.104
3.3,0.002,0.0,0.0,0.0,0.045,0.116,0.114
3.3,0.002,0.0,0.0,0.0,0.045,0.116,0.114
3.3,0.003,0.001,0.0,0.0,0.041,0.113,0.124
3.3,0.002,0.001,0.0,0.0,0.043,0.115,0.117
3.3,0.002,0.001,0.0,0.0,0.043,0.115,0.117
3.3,0.002,0.0,0.0,0.0,0.044,0.112,0.119
3.3,0.002,0.0,0.0,0.0,0.044,0.112,0.119
3.3,0.002,0.0,0.0,0.0,0.044,0.114,0.113
3.3,0.002,0.0,0.0,0.0,0.044,0.114,0.113
3.3,0.002,0.0,0.0,0.0,0.045,0.118,0.115
3.3,0.002,0.0,0.0,0.0,0.045,0.118,0.115
3.3,0.002,0.0,0.0,0.0,0.045,0.114,0.117
3.3,0.002,0.0,0.0,0.0,0.045,0.114,0.117
3.3,0.002,0.001,0.0,0.0,0.045,0.113,0.113
3.3,0.002,0.001,0.0,0.0,0.043,0.115,0.12
3.3,0.002,0.001,0.0,0.0,0.043,0.115,0.12
1450181240.3,3.3,0.002,0.0,0.0,0.0,0.041,0.12,0.115
1450181240.34,3.3,0.002,0.0,0.0,0.0,0.041,0.12,0.115
1450181240.459,3.3,0.002,0.001,0.0,0.0,0.045,0.123,0.119
